stock,endDate,totalAssets,totalLiab,totalStockholderEquity,asset_liability_ratio,debt_to_equity_ratio
PPSI,2018-12-31,72512000.0,60561000.0,11951000.0,83.52,5.07
PPSI,2017-12-31,74255000.0,56706000.0,17549000.0,76.37,3.23
PPSI,2016-12-31,77408000.0,51209000.0,26199000.0,66.15,1.95
TS,2019-12-31,14842991000.0,2656619000.0,11988958000.0,17.9,0.22
TS,2018-12-31,14251299000.0,2375807000.0,11782882000.0,16.67,0.2
TS,2017-12-31,14398218000.0,2817248000.0,11482185000.0,19.57,0.25
TS,2016-12-31,14003275000.0,2590203000.0,11287417000.0,18.5,0.23
SJW,2019-12-31,3132470000.0,2242486000.0,889984000.0,71.59,2.52
SJW,2018-12-31,1956389000.0,1067077000.0,889312000.0,54.54,1.2
SJW,2017-12-31,1458001000.0,994792000.0,463209000.0,68.23,2.15
SJW,2016-12-31,1443376000.0,1021730000.0,421646000.0,70.79,2.42
SSP,2019-12-31,3561353000.0,2663418000.0,897935000.0,74.79,2.97
SSP,2018-12-31,2130061000.0,1203896000.0,926165000.0,56.52,1.3
SSP,2017-12-31,2129548000.0,1192063000.0,936853000.0,55.98,1.27
SSP,2016-12-31,1735906000.0,789971000.0,945935000.0,45.51,0.84
BEAM,2019-12-31,156099000.0,55154000.0,-201104000.0,35.33,-0.27
BEAM,2018-12-31,167012000.0,32984000.0,-117406000.0,19.75,-0.28
BEAM,2017-12-31,2402000.0,6585000.0,-9439000.0,274.15,-0.7
EVTC,2019-12-31,1011676000.0,740053000.0,267187000.0,73.15,2.77
EVTC,2018-12-31,927292000.0,711686000.0,211459000.0,76.75,3.37
EVTC,2017-12-31,902788000.0,754812000.0,144112000.0,83.61,5.24
EVTC,2016-12-31,885662000.0,777487000.0,104676000.0,87.79,7.43
DAC,2019-12-31,2683019000.0,1801329000.0,881690000.0,67.14,2.04
DAC,2018-12-31,2679842000.0,1988989000.0,690853000.0,74.22,2.88
DAC,2017-12-31,2986396000.0,2437691000.0,548705000.0,81.63,4.44
DAC,2016-12-31,3127064000.0,2639351000.0,487713000.0,84.4,5.41
CATB,2019-12-31,41780000.0,6060000.0,35720000.0,14.5,0.17
CATB,2018-12-31,39169000.0,4227000.0,34942000.0,10.79,0.12
CATB,2017-12-31,17897000.0,6105000.0,11792000.0,34.11,0.52
CATB,2016-12-31,40209000.0,11123000.0,29086000.0,27.66,0.38
AXTI,2019-12-31,223349000.0,30587000.0,184353000.0,13.69,0.17
AXTI,2018-12-31,223524000.0,28992000.0,187303000.0,12.97,0.15
AXTI,2017-12-31,211200000.0,22883000.0,180288000.0,10.83,0.13
AXTI,2016-12-31,154246000.0,16856000.0,129478000.0,10.93,0.13
CLDT,2019-12-31,1438574000.0,663550000.0,762377000.0,46.13,0.87
CLDT,2018-12-31,1439709000.0,632291000.0,797466000.0,43.92,0.79
CLDT,2017-12-31,1392216000.0,582436000.0,803162000.0,41.84,0.73
CLDT,2016-12-31,1302954000.0,621364000.0,676742000.0,47.69,0.92
ZBH,2019-12-31,24638700000.0,12245900000.0,12388100000.0,49.7,0.99
ZBH,2018-12-31,24126800000.0,12850700000.0,11271300000.0,53.26,1.14
ZBH,2017-12-31,26014000000.0,14278500000.0,11735800000.0,54.89,1.22
ZBH,2016-12-31,26684400000.0,17014500000.0,9668900000.0,63.76,1.76
MTH,2019-12-31,3398249000.0,1424259000.0,1973990000.0,41.91,0.72
MTH,2018-12-31,3365479000.0,1644724000.0,1720755000.0,48.87,0.96
MTH,2017-12-31,3251258000.0,1674433000.0,1576825000.0,51.5,1.06
MTH,2016-12-31,2888691000.0,1467196000.0,1421495000.0,50.79,1.03
CVCO,2020-03-28,810431000.0,202845000.0,607586000.0,25.03,0.33
CVCO,2019-03-30,725216000.0,195628000.0,529588000.0,26.98,0.37
CVCO,2018-03-31,674780000.0,217674000.0,457106000.0,32.26,0.48
CVCO,2017-04-01,607316000.0,212908000.0,394408000.0,35.06,0.54
MPX,2019-12-31,104764000.0,27552000.0,77212000.0,26.3,0.36
MPX,2018-12-31,100880000.0,25668000.0,75212000.0,25.44,0.34
MPX,2017-12-31,95900000.0,26296000.0,69604000.0,27.42,0.38
MPX,2016-12-31,88527000.0,23082000.0,65445000.0,26.07,0.35
CPHI,2019-12-31,22235222.0,12997621.0,9237601.0,58.46,1.41
CPHI,2018-12-31,45377325.0,15178550.0,30198775.0,33.45,0.5
CPHI,2017-12-31,59952900.0,16881598.0,43071302.0,28.16,0.39
CPHI,2016-12-31,78520140.0,19611006.0,58909134.0,24.98,0.33
OPOF,2019-12-31,1054488000.0,944732000.0,109756000.0,89.59,8.61
OPOF,2018-12-31,1038183000.0,936177000.0,102006000.0,90.17,9.18
OPOF,2017-12-31,981826000.0,885438000.0,96388000.0,90.18,9.19
OPOF,2016-12-31,902966000.0,808976000.0,93990000.0,89.59,8.61
FTK,2019-12-31,231847000.0,58571000.0,173276000.0,25.26,0.34
FTK,2018-12-31,285883000.0,84259000.0,201624000.0,29.47,0.42
FTK,2017-12-31,329888000.0,64630000.0,264900000.0,19.59,0.24
FTK,2016-12-31,383215000.0,95514000.0,287343000.0,24.92,0.33
ACRS,2019-12-31,98297000.0,28385000.0,69912000.0,28.88,0.41
ACRS,2018-12-31,275566000.0,60442000.0,215124000.0,21.93,0.28
ACRS,2017-12-31,243509000.0,18247000.0,225262000.0,7.49,0.08
ACRS,2016-12-31,176085000.0,6595000.0,169490000.0,3.75,0.04
VNOM,2019-12-31,2785626000.0,600206000.0,930246000.0,21.55,0.65
VNOM,2018-12-31,1654064000.0,417022000.0,541102000.0,25.21,0.77
VNOM,2017-12-31,1013037000.0,99129000.0,913908000.0,9.79,0.11
VNOM,2016-12-31,670549000.0,122651000.0,547898000.0,18.29,0.22
CHDN,2019-12-31,2551000000.0,2040000000.0,508300000.0,79.97,4.01
CHDN,2018-12-31,1725200000.0,1251900000.0,473300000.0,72.57,2.65
CHDN,2017-12-31,2359400000.0,1719100000.0,640300000.0,72.86,2.68
CHDN,2016-12-31,2254400000.0,1569400000.0,685000000.0,69.61,2.29
LBTYA,2019-12-31,49046300000.0,35847700000.0,13606200000.0,73.09,2.63
LBTYA,2018-12-31,53153600000.0,49005300000.0,4681400000.0,92.2,10.47
LBTYA,2017-12-31,57596800000.0,51203800000.0,6805000000.0,88.9,7.52
LBTYA,2016-12-31,68684100000.0,53952100000.0,13761300000.0,78.55,3.92
JEF,2019-11-30,49460234000.0,39706945000.0,9579705000.0,80.28,4.14
JEF,2018-11-30,47131095000.0,36907059000.0,10060866000.0,78.31,3.67
JEF,2017-12-31,47169108000.0,36478536000.0,10105957000.0,77.34,3.61
JEF,2016-12-31,45071307000.0,34305849000.0,10128100000.0,76.11,3.39
ETRN,2019-12-31,12041709000.0,6759629000.0,672716000.0,56.14,10.05
ETRN,2018-12-31,10523835000.0,5264202000.0,457793000.0,50.02,11.5
ETRN,2017-12-31,8328796000.0,2090032000.0,1143769000.0,25.09,1.83
ETRN,2016-12-31,4392155000.0,1199489000.0,-66300000.0,27.31,-18.09
NWFL,2019-12-31,1230610000.0,1093182000.0,137428000.0,88.83,7.95
NWFL,2018-12-31,1184559000.0,1062274000.0,122285000.0,89.68,8.69
NWFL,2017-12-31,1132916000.0,1017177000.0,115739000.0,89.78,8.79
NWFL,2016-12-31,1111183000.0,1000104000.0,111079000.0,90.0,9.0
TGA,2019-12-31,308325000.0,93835000.0,214490000.0,30.43,0.44
TGA,2018-12-31,318296000.0,98005000.0,220291000.0,30.79,0.44
TGA,2017-12-31,327702000.0,117695000.0,210007000.0,35.92,0.56
TGA,2016-12-31,406142000.0,120826000.0,285316000.0,29.75,0.42
EBMT,2019-12-31,1054260000.0,932601000.0,121659000.0,88.46,7.67
EBMT,2018-12-31,853903000.0,759097000.0,94806000.0,88.9,8.01
EBMT,2017-12-31,716782000.0,633166000.0,83616000.0,88.33,7.57
EBMT,2016-12-31,673925000.0,614469000.0,59456000.0,91.18,10.33
TCO,2019-12-31,4515465000.0,4692871000.0,-10249000.0,103.93,-457.89
TCO,2018-12-31,4344106000.0,4644203000.0,-92898000.0,106.91,-49.99
TCO,2017-12-31,4214592000.0,4357120000.0,22215000.0,103.38,196.13
TCO,2016-12-31,4010912000.0,4072911000.0,72055000.0,101.55,56.53
GRA,2019-12-31,3932600000.0,3530400000.0,395700000.0,89.77,8.92
GRA,2018-12-31,3565300000.0,3228300000.0,330900000.0,90.55,9.76
GRA,2017-12-31,2907000000.0,2643700000.0,256400000.0,90.94,10.31
GRA,2016-12-31,2911800000.0,2539400000.0,368800000.0,87.21,6.89
WING,2019-12-28,166113000.0,375541000.0,-209428000.0,226.08,-1.79
WING,2018-12-29,139749000.0,364579000.0,-224830000.0,260.88,-1.62
WING,2017-12-30,119836000.0,178254000.0,-58418000.0,148.75,-3.05
WING,2016-12-31,111800000.0,186428000.0,-74628000.0,166.75,-2.5
RIG,2019-12-31,24105000000.0,12238000000.0,11862000000.0,50.77,1.03
RIG,2018-12-31,25665000000.0,12551000000.0,13107000000.0,48.9,0.96
RIG,2017-12-31,22410000000.0,9641000000.0,12707000000.0,43.02,0.76
RIG,2016-12-31,26889000000.0,11056000000.0,15802000000.0,41.12,0.7
ASMB,2019-12-31,339907000.0,66690000.0,273217000.0,19.62,0.24
ASMB,2018-12-31,268045000.0,57392000.0,210653000.0,21.41,0.27
ASMB,2017-12-31,169304000.0,56184000.0,113120000.0,33.19,0.5
ASMB,2016-12-31,98118606.0,18240605.0,79878001.0,18.59,0.23
RVNC,2019-12-31,340287000.0,114797000.0,225490000.0,33.74,0.51
RVNC,2018-12-31,226348000.0,80726000.0,145622000.0,35.66,0.55
RVNC,2017-12-31,295699000.0,26854000.0,268845000.0,9.08,0.1
RVNC,2016-12-31,204360000.0,27289000.0,177071000.0,13.35,0.15
NYCB,2019-12-31,53640821000.0,46929127000.0,6208854000.0,87.49,7.56
NYCB,2018-12-31,51899376000.0,45244141000.0,6152395000.0,87.18,7.35
NYCB,2017-12-31,49124195000.0,42328819000.0,6292536000.0,86.17,6.73
NYCB,2016-12-31,48926555000.0,42802564000.0,6123991000.0,87.48,6.99
FNJN,2019-12-31,50093000.0,10936000.0,39157000.0,21.83,0.28
FNJN,2018-12-31,64593000.0,9914000.0,54679000.0,15.35,0.18
FNJN,2017-12-31,61247000.0,13756000.0,28526000.0,22.46,0.48
FNJN,2016-12-31,18305000.0,3933000.0,886000.0,21.49,4.44
SIBN,2019-12-31,117009000.0,54001000.0,63008000.0,46.15,0.86
SIBN,2018-12-31,138521000.0,48329000.0,90192000.0,34.89,0.54
SIBN,2017-12-31,35834000.0,46242000.0,-129378000.0,129.05,-0.36
SIBN,2016-12-31,39436000.0,34460000.0,-108733000.0,87.38,-0.32
DLTH,2020-02-02,474050000.0,297944000.0,178272000.0,62.85,1.67
DLTH,2019-02-03,295305000.0,135195000.0,160349000.0,45.78,0.84
DLTH,2018-01-28,223102000.0,83753000.0,136070000.0,37.54,0.62
DLTH,2017-01-29,155967000.0,42179000.0,111179000.0,27.04,0.38
FCCO,2019-12-31,1170279000.0,1050085000.0,120194000.0,89.73,8.74
FCCO,2018-12-31,1091595000.0,979098000.0,112497000.0,89.69,8.7
FCCO,2017-12-31,1050731000.0,945068000.0,105663000.0,89.94,8.94
FCCO,2016-12-31,914793000.0,832932000.0,81861000.0,91.05,10.17
BHE,2019-12-31,1759874000.0,745042000.0,1014832000.0,42.33,0.73
BHE,2018-12-31,1899783000.0,767558000.0,1132225000.0,40.4,0.68
BHE,2017-12-31,2109304000.0,770166000.0,1339138000.0,36.51,0.58
BHE,2016-12-31,1998668000.0,633203000.0,1365465000.0,31.68,0.46
QSR,2019-12-31,22360000000.0,18101000000.0,2490000000.0,80.95,7.27
QSR,2018-12-31,20141000000.0,16523000000.0,1611000000.0,82.04,10.26
QSR,2017-12-31,21224000000.0,16663000000.0,2227000000.0,78.51,7.48
QSR,2016-12-31,19124900000.0,12339300000.0,1702500000.0,64.52,7.25
WAT,2019-12-31,2557055000.0,2773336000.0,-216281000.0,108.46,-12.82
WAT,2018-12-31,3727426000.0,2160168000.0,1567258000.0,57.95,1.38
WAT,2017-12-31,5324354000.0,3090566000.0,2233788000.0,58.05,1.38
WAT,2016-12-31,4662059000.0,2360110000.0,2301949000.0,50.62,1.03
EXAS,2019-12-31,3505768000.0,1217707000.0,2288061000.0,34.73,0.53
EXAS,2018-12-31,1524022000.0,843081000.0,680941000.0,55.32,1.24
EXAS,2017-12-31,598560000.0,78142000.0,520418000.0,13.05,0.15
EXAS,2016-12-31,377040000.0,41745000.0,335295000.0,11.07,0.12
OUT,2019-12-31,5382300000.0,4255900000.0,1093800000.0,79.07,3.89
OUT,2018-12-31,3828700000.0,2683400000.0,1102800000.0,70.09,2.43
OUT,2017-12-31,3808200000.0,2581600000.0,1181100000.0,67.79,2.19
OUT,2016-12-31,3738500000.0,2505500000.0,1232900000.0,67.02,2.03
NRZ,2019-12-31,44863454000.0,37627194000.0,6734266000.0,83.87,5.59
NRZ,2018-12-31,31691013000.0,25602718000.0,5997670000.0,80.79,4.27
NRZ,2017-12-31,22213562000.0,17417400000.0,4690205000.0,78.41,3.71
NRZ,2016-12-31,18399529000.0,14931352000.0,3260100000.0,81.15,4.58
GTLS,2019-12-31,2481400000.0,1249000000.0,1227600000.0,50.33,1.02
GTLS,2018-12-31,1897700000.0,1008700000.0,884500000.0,53.15,1.14
GTLS,2017-12-31,1724700000.0,919500000.0,802200000.0,53.31,1.15
GTLS,2016-12-31,1233000000.0,534400000.0,697200000.0,43.34,0.77
CMD,2019-07-31,1070366000.0,408829000.0,661537000.0,38.2,0.62
CMD,2018-07-31,963708000.0,354841000.0,608867000.0,36.82,0.58
CMD,2017-07-31,786373000.0,262441000.0,523932000.0,33.37,0.5
CMD,2016-07-31,694532000.0,240162000.0,454370000.0,34.58,0.53
SNPS,2019-10-31,6405160000.0,2316284000.0,4083013000.0,36.16,0.57
SNPS,2018-10-31,6145974000.0,2660959000.0,3479152000.0,43.3,0.76
SNPS,2017-10-31,5396414000.0,2116690000.0,3275620000.0,39.22,0.65
SNPS,2016-10-31,5240365000.0,2045219000.0,3195146000.0,39.03,0.64
HLI,2020-03-31,1677003000.0,692621000.0,984382000.0,41.3,0.7
HLI,2019-03-31,1425912000.0,534583000.0,891329000.0,37.49,0.6
HLI,2018-03-31,1418841000.0,566028000.0,852813000.0,39.89,0.66
HLI,2017-03-31,1385707000.0,655252000.0,726617000.0,47.29,0.9
PRIM,2019-12-31,1830465000.0,1200935000.0,628502000.0,65.61,1.91
PRIM,2018-12-31,1594147000.0,987164000.0,604220000.0,61.92,1.63
PRIM,2017-12-31,1255740000.0,693557000.0,556468000.0,55.23,1.25
PRIM,2016-12-31,1170567000.0,671997000.0,497351000.0,57.41,1.35
PRNB,2019-12-31,382736000.0,23758000.0,358978000.0,6.21,0.07
PRNB,2018-12-31,195521000.0,25661000.0,169860000.0,13.12,0.15
PRNB,2017-12-31,43503000.0,56858000.0,-143462000.0,130.7,-0.4
PRNB,2016-12-31,7559000.0,18233000.0,-116650000.0,241.21,-0.16
WWR,2019-12-31,26979000.0,9915000.0,17064000.0,36.75,0.58
WWR,2018-12-31,29958000.0,9167000.0,20791000.0,30.6,0.44
WWR,2017-12-31,50238000.0,9121000.0,41117000.0,18.16,0.22
WWR,2016-12-31,56914000.0,13866000.0,43048000.0,24.36,0.32
SFE,2019-12-31,107577000.0,5836000.0,101741000.0,5.42,0.06
SFE,2018-12-31,145737000.0,78758000.0,66979000.0,54.04,1.18
SFE,2017-12-31,176464000.0,94668000.0,81796000.0,53.65,1.16
SFE,2016-12-31,231828000.0,62051000.0,169777000.0,26.77,0.37
STNG,2019-12-31,5164010000.0,3187021000.0,1976989000.0,61.72,1.61
STNG,2018-12-31,4784164000.0,2945152000.0,1839012000.0,61.56,1.6
STNG,2017-12-31,4498376000.0,2813075000.0,1685301000.0,62.54,1.67
STNG,2016-12-31,3230187000.0,1914987000.0,1315200000.0,59.28,1.46
MGEN,2019-12-31,30262000.0,14508000.0,15754000.0,47.94,0.92
MGEN,2018-12-31,66147000.0,14803000.0,51344000.0,22.38,0.29
MGEN,2017-12-31,52481000.0,13971000.0,38510000.0,26.62,0.36
MGEN,2016-12-31,24760000.0,9705000.0,-61921000.0,39.2,-0.16
PG,2019-06-30,115095000000.0,67516000000.0,46266000000.0,58.66,1.46
PG,2018-06-30,118310000000.0,65427000000.0,51326000000.0,55.3,1.27
PG,2017-06-30,120406000000.0,64628000000.0,54178000000.0,53.68,1.19
PG,2016-06-30,127136000000.0,69153000000.0,56303000000.0,54.39,1.23
RCKT,2019-12-31,372121000.0,64824000.0,307297000.0,17.42,0.21
RCKT,2018-12-31,251313000.0,57276000.0,194037000.0,22.79,0.3
RCKT,2017-12-31,20147000.0,4628000.0,-25947000.0,22.97,-0.18
RCKT,2016-12-31,10187000.0,1816000.0,-7689000.0,17.83,-0.24
ICE,2019-12-31,94493000000.0,77129000000.0,17255000000.0,81.62,4.47
ICE,2018-12-31,92791000000.0,75489000000.0,17201000000.0,81.35,4.39
ICE,2017-12-31,78264000000.0,61279000000.0,16957000000.0,78.3,3.61
ICE,2016-12-31,82003000000.0,66213000000.0,15717000000.0,80.74,4.21
CTBI,2019-12-31,4366003000.0,3751117000.0,614886000.0,85.92,6.1
CTBI,2018-12-31,4201616000.0,3637466000.0,564150000.0,86.57,6.45
CTBI,2017-12-31,4136231000.0,3605532000.0,530699000.0,87.17,6.79
CTBI,2016-12-31,3932169000.0,3431554000.0,500615000.0,87.27,6.85
ACLS,2019-12-31,548094000.0,128667000.0,419427000.0,23.48,0.31
ACLS,2018-12-31,548441000.0,140104000.0,408337000.0,25.55,0.34
ACLS,2017-12-31,488218000.0,134608000.0,353610000.0,27.57,0.38
ACLS,2016-12-31,302231000.0,100776000.0,201455000.0,33.34,0.5
VVR,2020-02-29,1187866671.0,481735314.0,706131357.0,40.55,0.68
VVR,2019-02-28,1359128032.0,496897210.0,862230822.0,36.56,0.58
VVR,2018-02-28,1388827478.0,505582893.0,883244585.0,36.4,0.57
VVR,2017-02-28,1423692540.0,535422602.0,888269938.0,37.61,0.6
ECOM,2019-12-31,146867000.0,47218000.0,99649000.0,32.15,0.47
ECOM,2018-12-31,134269000.0,44631000.0,89638000.0,33.24,0.5
ECOM,2017-12-31,140511000.0,58600000.0,81911000.0,41.7,0.72
ECOM,2016-12-31,139158000.0,52161000.0,86997000.0,37.48,0.6
WINT,2019-12-31,118975000.0,44040000.0,74935000.0,37.02,0.59
WINT,2018-12-31,119398000.0,51284000.0,68114000.0,42.95,0.75
WINT,2017-12-31,3347000.0,27267000.0,-23920000.0,814.67,-1.14
WINT,2016-12-31,9699000.0,38529000.0,-28830000.0,397.25,-1.34
CARS,2019-12-31,2027991000.0,886923000.0,1141068000.0,43.73,0.78
CARS,2018-12-31,2600549000.0,973626000.0,1626923000.0,37.44,0.6
CARS,2017-12-31,2511039000.0,831911000.0,1679128000.0,33.13,0.5
CARS,2016-12-31,2547266000.0,129981000.0,2417285000.0,5.1,0.05
STSA,2019-12-31,126276000.0,10941000.0,115335000.0,8.66,0.09
STSA,2018-12-31,6381000.0,6865000.0,-12132000.0,107.59,-0.57
STSA,2017-12-31,1984000.0,1888000.0,-5432000.0,95.16,-0.35
INFU,2019-12-31,79224000.0,56890000.0,22334000.0,71.81,2.55
INFU,2018-12-31,64073000.0,43632000.0,20441000.0,68.1,2.13
INFU,2017-12-31,68881000.0,37928000.0,30953000.0,55.06,1.23
INFU,2016-12-31,96344000.0,45655000.0,50689000.0,47.39,0.9
OC,2019-12-31,10006000000.0,5335000000.0,4631000000.0,53.32,1.15
OC,2018-12-31,9771000000.0,5447000000.0,4283000000.0,55.75,1.27
OC,2017-12-31,8632000000.0,4428000000.0,4162000000.0,51.3,1.06
OC,2016-12-31,7741000000.0,3852000000.0,3849000000.0,49.76,1.0
GLUU,2019-12-31,418049000.0,214962000.0,203087000.0,51.42,1.06
GLUU,2018-12-31,314433000.0,137120000.0,177313000.0,43.61,0.77
GLUU,2017-12-31,299298000.0,145438000.0,153860000.0,48.59,0.95
GLUU,2016-12-31,339504000.0,106690000.0,232814000.0,31.43,0.46
CHSCP,2019-08-31,16447494000.0,7829964000.0,6346102000.0,47.61,1.23
CHSCP,2018-08-31,16381178000.0,8216150000.0,5891544000.0,50.16,1.39
CHSCP,2017-08-31,15818922000.0,8113282000.0,5429097000.0,51.29,1.49
CHSCP,2016-08-31,17312135000.0,9445885000.0,5607828000.0,54.56,1.68
KRYS,2019-12-31,209023000.0,6109000.0,202914000.0,2.92,0.03
KRYS,2018-12-31,116116000.0,2890000.0,113226000.0,2.49,0.03
KRYS,2017-12-31,50114000.0,640000.0,49474000.0,1.28,0.01
KRYS,2016-12-31,2182000.0,1893000.0,-1117000.0,86.76,-1.69
KO,2019-12-31,86381000000.0,65283000000.0,18981000000.0,75.58,3.44
KO,2018-12-31,83216000000.0,64158000000.0,16981000000.0,77.1,3.78
KO,2017-12-31,87896000000.0,68919000000.0,17072000000.0,78.41,4.04
KO,2016-12-31,87270000000.0,64050000000.0,23062000000.0,73.39,2.78
NAN,2020-02-29,767376267.0,272493359.0,494882908.0,35.51,0.55
NAN,2019-02-28,725890137.0,272709899.0,453180238.0,37.57,0.6
NAN,2018-02-28,710727200.0,255352629.0,455374571.0,35.93,0.56
NAN,2017-02-28,730174678.0,268006831.0,462167847.0,36.7,0.58
SNSS,2019-12-31,37240000.0,9697000.0,15774000.0,26.04,0.61
SNSS,2018-12-31,15324000.0,11331000.0,-17005000.0,73.94,-0.67
SNSS,2017-12-31,34334000.0,12790000.0,578000.0,37.25,22.13
SNSS,2016-12-31,43234000.0,22210000.0,2216000.0,51.37,10.02
FISI,2019-12-31,4384178000.0,3945231000.0,421619000.0,89.99,9.36
FISI,2018-12-31,4311698000.0,3915405000.0,378965000.0,90.81,10.33
FISI,2017-12-31,4105210000.0,3724033000.0,363848000.0,90.71,10.24
FISI,2016-12-31,3710340000.0,3390286000.0,302714000.0,91.37,11.2
WPG,2019-12-31,4250979000.0,3341139000.0,593773000.0,78.6,5.63
WPG,2018-12-31,4361288000.0,3209752000.0,797134000.0,73.6,4.03
WPG,2017-12-31,4451407000.0,3181020000.0,896828000.0,71.46,3.55
WPG,2016-12-31,5107466000.0,3833995000.0,890867000.0,75.07,4.3
APOG,2020-02-29,1128991000.0,612213000.0,516778000.0,54.23,1.18
APOG,2019-03-02,1068168000.0,571851000.0,496317000.0,53.54,1.15
APOG,2018-03-03,1022320000.0,510965000.0,511355000.0,49.98,1.0
APOG,2017-03-04,784658000.0,314081000.0,470577000.0,40.03,0.67
WSR,2019-12-31,1056260000.0,703162000.0,345317000.0,66.57,2.04
WSR,2018-12-31,1028872000.0,669722000.0,350456000.0,65.09,1.91
WSR,2017-12-31,1070168000.0,711764000.0,347604000.0,66.51,2.05
WSR,2016-12-31,855209000.0,587566000.0,255687000.0,68.7,2.3
EFX,2019-12-31,7909000000.0,5286100000.0,2578600000.0,66.84,2.05
EFX,2018-12-31,7153200000.0,3997500000.0,3107800000.0,55.88,1.29
EFX,2017-12-31,7233400000.0,3994400000.0,3174400000.0,55.22,1.26
EFX,2016-12-31,6664000000.0,3942700000.0,2662700000.0,59.16,1.48
PAYX,2019-05-31,8676000000.0,6056500000.0,2619500000.0,69.81,2.31
PAYX,2018-05-31,7915400000.0,5558600000.0,2356800000.0,70.23,2.36
PAYX,2017-05-31,6833700000.0,4878400000.0,1955300000.0,71.39,2.49
PAYX,2016-05-31,6440800000.0,4529100000.0,1911700000.0,70.32,2.37
SC,2019-12-31,48933529000.0,41614909000.0,7318620000.0,85.04,5.69
SC,2018-12-31,43959855000.0,36941497000.0,7018358000.0,84.03,5.26
SC,2017-12-31,39402799000.0,32937097000.0,6465702000.0,83.59,5.09
SC,2016-12-31,38539104000.0,33300485000.0,5238619000.0,86.41,6.36
GE,2019-12-31,266048000000.0,236187000000.0,28310000000.0,88.78,8.34
GE,2018-12-31,311072000000.0,259591000000.0,30975000000.0,83.45,8.38
GE,2017-12-31,369245000000.0,292356000000.0,56024000000.0,79.18,5.22
GE,2016-12-31,365183000000.0,284667000000.0,75822000000.0,77.95,3.75
GDOT,2019-12-31,2460590000.0,1533234000.0,927356000.0,62.31,1.65
GDOT,2018-12-31,2287118000.0,1377306000.0,909812000.0,60.22,1.51
GDOT,2017-12-31,2197531000.0,1432981000.0,764550000.0,65.21,1.87
GDOT,2016-12-31,1740344000.0,1056611000.0,683733000.0,60.71,1.55
CRTX,2019-12-31,124370000.0,8892000.0,115478000.0,7.15,0.08
CRTX,2018-12-31,72877000.0,1457000.0,-32626000.0,2.0,-0.04
CRTX,2017-12-31,7718000.0,10820000.0,-20280000.0,140.19,-0.53
ANY,2019-12-31,8406000.0,7166000.0,-7204000.0,85.25,-0.99
ANY,2018-12-31,11286000.0,16893000.0,-5607000.0,149.68,-3.01
ANY,2017-12-31,83280000.0,72817000.0,10463000.0,87.44,6.96
ANY,2016-12-31,92556000.0,72110000.0,20446000.0,77.91,3.53
ILMN,2019-12-29,7316000000.0,2703000000.0,4613000000.0,36.95,0.59
ILMN,2018-12-30,6959000000.0,3053000000.0,3758000000.0,43.87,0.81
ILMN,2017-12-31,5257000000.0,2288000000.0,2749000000.0,43.52,0.83
ILMN,2017-01-01,4281000000.0,1967000000.0,2197000000.0,45.95,0.9
TGNA,2019-12-31,6953976000.0,5363599000.0,1590377000.0,77.13,3.37
TGNA,2018-12-31,5276842000.0,3935918000.0,1340924000.0,74.59,2.94
TGNA,2017-12-31,4962115000.0,3967074000.0,995041000.0,79.95,3.99
TGNA,2016-12-31,8542725000.0,5943455000.0,2271418000.0,69.57,2.62
NVCR,2019-12-31,479448000.0,261658000.0,217790000.0,54.57,1.2
NVCR,2018-12-31,339793000.0,227534000.0,112259000.0,66.96,2.03
NVCR,2017-12-31,265298000.0,151734000.0,113564000.0,57.19,1.34
NVCR,2016-12-31,282081000.0,139736000.0,142345000.0,49.54,0.98
EOLS,2019-12-31,240442000.0,160985000.0,79457000.0,66.95,2.03
EOLS,2018-12-31,171844000.0,87460000.0,84384000.0,50.89,1.04
EOLS,2017-12-31,152233000.0,227776000.0,-75543000.0,149.62,-3.02
EOLS,2016-12-31,77495000.0,84601000.0,-7106000.0,109.17,-11.91
MSBF,2019-12-31,593086000.0,527711000.0,65375000.0,88.98,8.07
MSBF,2018-12-31,584500000.0,517854000.0,66646000.0,88.6,7.77
MSBF,2017-12-31,563040000.0,490015000.0,73025000.0,87.03,6.71
MSBF,2016-12-31,461646000.0,388461000.0,73185000.0,84.15,5.31
VNO,2019-12-31,18287013000.0,10087120000.0,5840816000.0,55.16,1.73
VNO,2018-12-31,17180794000.0,11289349000.0,3573937000.0,65.71,3.16
VNO,2017-12-31,17397934000.0,11405296000.0,3445664000.0,65.56,3.31
VNO,2016-12-31,20814847000.0,11917905000.0,5860464000.0,57.26,2.03
CSBR,2019-04-30,11265000.0,9027000.0,2238000.0,80.13,4.03
CSBR,2018-04-30,8078000.0,8075000.0,3000.0,99.96,2691.67
CSBR,2017-04-30,8011000.0,7611000.0,400000.0,95.01,19.03
CSBR,2016-04-30,5777000.0,5539000.0,238000.0,95.88,23.27
EXPI,2019-12-31,96452379.0,44324500.0,51967285.0,45.95,0.85
EXPI,2018-12-31,55846028.0,25866399.0,29979629.0,46.32,0.86
EXPI,2017-12-31,14637131.0,10376460.0,4260671.0,70.89,2.44
EXPI,2016-12-31,6104047.0,3577021.0,2527026.0,58.6,1.42
ACRX,2019-12-31,91356000.0,132774000.0,-41418000.0,145.34,-3.21
ACRX,2018-12-31,120533000.0,116280000.0,4253000.0,96.47,27.34
