stock,endDate,totalAssets,totalLiab,totalStockholderEquity,asset_liability_ratio,debt_to_equity_ratio
SGRP,2016-12-31,54851000.0,29769000.0,19677000.0,54.27,1.51
VCV,2020-02-29,1022104970.0,357007009.0,665097961.0,34.93,0.54
VCV,2019-02-28,986302703.0,373165071.0,613137632.0,37.83,0.61
VCV,2018-02-28,1036264912.0,413801620.0,622463292.0,39.93,0.66
VCV,2017-02-28,1035191313.0,399765774.0,635425539.0,38.62,0.63
TEI,2019-12-31,482404748.0,4933293.0,477471455.0,1.02,0.01
TEI,2018-12-31,530105144.0,5654231.0,524450913.0,1.07,0.01
TEI,2017-12-31,617081971.0,5237164.0,611844807.0,0.85,0.01
TEI,2016-12-31,589199790.0,5064591.0,584135199.0,0.86,0.01
ELVT,2019-12-31,783587000.0,627098000.0,156489000.0,80.03,4.01
ELVT,2018-12-31,753273000.0,636482000.0,116791000.0,84.5,5.45
ELVT,2017-12-31,687543000.0,591387000.0,96156000.0,86.01,6.15
ELVT,2016-12-31,570181000.0,556614000.0,13561000.0,97.62,41.05
XENE,2019-12-31,147697000.0,55720000.0,84245000.0,37.73,0.66
XENE,2018-12-31,122428000.0,19133000.0,95563000.0,15.63,0.2
XENE,2017-12-31,46121000.0,10187000.0,35934000.0,22.09,0.28
XENE,2016-12-31,67487000.0,3586000.0,63901000.0,5.31,0.06
INT,2019-12-31,5992400000.0,4098500000.0,1890400000.0,68.39,2.17
INT,2018-12-31,5676900000.0,3845400000.0,1815400000.0,67.74,2.12
INT,2017-12-31,5587800000.0,3849900000.0,1721900000.0,68.9,2.24
INT,2016-12-31,5412600000.0,3472600000.0,1925000000.0,64.16,1.8
PETS,2020-03-31,155323000.0,25313000.0,130001000.0,16.3,0.19
PETS,2019-03-31,154427000.0,19747000.0,134671000.0,12.79,0.15
PETS,2018-03-31,134836000.0,19105000.0,115722000.0,14.17,0.17
PETS,2017-03-31,112809000.0,19443000.0,93357000.0,17.24,0.21
LYB,2019-12-31,30435000000.0,22256000000.0,8044000000.0,73.13,2.77
LYB,2018-12-31,28278000000.0,17882000000.0,10257000000.0,63.24,1.74
LYB,2017-12-31,26206000000.0,17256000000.0,8949000000.0,65.85,1.93
LYB,2016-12-31,23442000000.0,17369000000.0,6048000000.0,74.09,2.87
HL,2019-12-31,2637308000.0,944885000.0,1692384000.0,35.83,0.56
HL,2018-12-31,2703944000.0,1012981000.0,1690924000.0,37.46,0.6
HL,2017-12-31,2345158000.0,883881000.0,1461238000.0,37.69,0.6
HL,2016-12-31,2371677000.0,891833000.0,1479805000.0,37.6,0.6
BUD,2019-12-31,236648000000.0,152095000000.0,75722000000.0,64.27,2.01
BUD,2018-12-31,233868000000.0,161979000000.0,64485000000.0,69.26,2.51
BUD,2017-12-31,246126000000.0,165906000000.0,72585000000.0,67.41,2.29
BUD,2016-12-31,256586000000.0,175161000000.0,71339000000.0,68.27,2.46
BBY,2020-02-01,15591000000.0,12112000000.0,3479000000.0,77.69,3.48
BBY,2019-02-02,12901000000.0,9595000000.0,3306000000.0,74.37,2.9
BBY,2018-02-03,13049000000.0,9437000000.0,3612000000.0,72.32,2.61
BBY,2017-01-28,13856000000.0,9147000000.0,4709000000.0,66.01,1.94
SMAR,2020-01-31,797714000.0,283654000.0,514060000.0,35.56,0.55
SMAR,2019-01-31,308744000.0,141752000.0,166992000.0,45.91,0.85
SMAR,2018-01-31,116604000.0,83386000.0,-80741000.0,71.51,-1.03
SMAR,2017-01-31,56253000.0,48259000.0,-52743000.0,85.79,-0.91
CUTR,2019-12-31,113738000.0,67796000.0,45942000.0,59.61,1.48
CUTR,2018-12-31,97637000.0,51251000.0,46386000.0,52.49,1.1
CUTR,2017-12-31,111238000.0,46345000.0,64893000.0,41.66,0.71
CUTR,2016-12-31,91854000.0,30844000.0,61010000.0,33.58,0.51
BDC,2019-12-31,3406759000.0,2440940000.0,959847000.0,71.65,2.54
BDC,2018-12-31,3779321000.0,2391733000.0,1387146000.0,63.28,1.72
BDC,2017-12-31,3840613000.0,2405747000.0,1434234000.0,62.64,1.68
BDC,2016-12-31,3806803000.0,2345486000.0,1460312000.0,61.61,1.61
ED,2019-12-31,58079000000.0,39866000000.0,18022000000.0,68.64,2.21
ED,2018-12-31,53920000000.0,37081000000.0,16726000000.0,68.77,2.22
ED,2017-12-31,48111000000.0,32686000000.0,15418000000.0,67.94,2.12
ED,2016-12-31,48255000000.0,33949000000.0,14298000000.0,70.35,2.37
GOLF,2019-12-31,1817049000.0,865416000.0,918440000.0,47.63,0.94
GOLF,2018-12-31,1691621000.0,764637000.0,894872000.0,45.2,0.85
GOLF,2017-12-31,1733905000.0,879932000.0,821309000.0,50.75,1.07
GOLF,2016-12-31,1736171000.0,967348000.0,735865000.0,55.72,1.31
SBNY,2019-12-31,50616434000.0,45846611000.0,4769823000.0,90.58,9.61
SBNY,2018-12-31,47364816000.0,42957676000.0,4407140000.0,90.7,9.75
SBNY,2017-12-31,43117720000.0,39086029000.0,4031691000.0,90.65,9.69
SBNY,2016-12-31,39047611000.0,35435347000.0,3612264000.0,90.75,9.81
CTRN,2020-02-01,459145000.0,288101000.0,171044000.0,62.75,1.68
CTRN,2019-02-02,297989000.0,110564000.0,187425000.0,37.1,0.59
CTRN,2018-02-03,327071000.0,117603000.0,209468000.0,35.96,0.56
CTRN,2017-01-28,332514000.0,108923000.0,223591000.0,32.76,0.49
AVD,2019-12-31,670098000.0,325942000.0,344156000.0,48.64,0.95
AVD,2018-12-31,593587000.0,264357000.0,329230000.0,44.54,0.8
AVD,2017-12-31,535592000.0,230278000.0,305060000.0,43.0,0.75
AVD,2016-12-31,429956000.0,147599000.0,282190000.0,34.33,0.52
TLGT,2019-12-31,206905000.0,212212000.0,-5307000.0,102.56,-39.99
TLGT,2018-12-31,190892000.0,172471000.0,18421000.0,90.35,9.36
TLGT,2017-12-31,184585000.0,139832000.0,44753000.0,75.75,3.12
TLGT,2016-12-31,183226000.0,126559000.0,56667000.0,69.07,2.23
VRS,2019-12-31,1721000000.0,708000000.0,1013000000.0,41.14,0.7
VRS,2018-12-31,1699000000.0,793000000.0,906000000.0,46.67,0.88
VRS,2017-12-31,1732000000.0,986000000.0,746000000.0,56.93,1.32
VRS,2016-12-31,1855000000.0,1085000000.0,770000000.0,58.49,1.41
THO,2019-07-31,5660446000.0,3565218000.0,2084425000.0,62.98,1.71
THO,2018-07-31,2778665000.0,840924000.0,1937741000.0,30.26,0.43
THO,2017-07-31,2557931000.0,981391000.0,1576540000.0,38.37,0.62
THO,2016-07-31,2325464000.0,1060242000.0,1265222000.0,45.59,0.84
MASI,2019-12-28,1396128000.0,228254000.0,1167874000.0,16.35,0.2
MASI,2018-12-29,1154818000.0,185753000.0,969065000.0,16.09,0.19
MASI,2017-12-30,905436000.0,181411000.0,724025000.0,20.04,0.25
MASI,2016-12-31,820525000.0,260289000.0,560236000.0,31.72,0.46
LCI,2019-06-30,1187413000.0,853372000.0,334041000.0,71.87,2.55
LCI,2018-06-30,1575304000.0,976389000.0,598915000.0,61.98,1.63
LCI,2017-06-30,1603312000.0,1042190000.0,561122000.0,65.0,1.86
LCI,2016-06-30,1764018000.0,1209561000.0,554049000.0,68.57,2.18
CCB,2019-12-31,1128526000.0,1004353000.0,124173000.0,89.0,8.09
CCB,2018-12-31,952110000.0,842954000.0,109156000.0,88.54,7.72
CCB,2017-12-31,805753000.0,740042000.0,65711000.0,91.84,11.26
CCB,2016-12-31,740611000.0,680714000.0,59897000.0,91.91,11.36
CPSH,2019-12-28,9024271.0,3693281.0,5330990.0,40.93,0.69
CPSH,2018-12-29,8491099.0,2655578.0,5835521.0,31.27,0.46
CPSH,2017-12-30,11022708.0,1701874.0,9320834.0,15.44,0.18
CPSH,2016-12-31,12037746.0,1286441.0,10751305.0,10.69,0.12
OXSQ,2019-12-31,385266593.0,137268051.0,247998542.0,35.63,0.55
OXSQ,2018-12-31,467145213.0,152420966.0,314724247.0,32.63,0.48
OXSQ,2017-12-31,454121256.0,65702614.0,388418642.0,14.47,0.17
OXSQ,2016-12-31,612456506.0,226464008.0,385992498.0,36.98,0.59
LFUS,2019-12-28,2559898000.0,1063884000.0,1495883000.0,41.56,0.71
LFUS,2018-12-29,2614306000.0,1135964000.0,1478211000.0,43.45,0.77
LFUS,2017-12-30,1740102000.0,812546000.0,927419000.0,46.7,0.88
LFUS,2016-12-31,1491194000.0,676263000.0,814788000.0,45.35,0.83
MICT,2019-12-31,5917000.0,2673000.0,-2786000.0,45.17,-0.96
MICT,2018-12-31,10143000.0,9139000.0,-960000.0,90.1,-9.52
MICT,2017-12-31,29732000.0,23758000.0,379000.0,79.91,62.69
MICT,2016-12-31,31916000.0,20958000.0,6775000.0,65.67,3.09
SPR,2019-12-31,7606000000.0,5844100000.0,1761400000.0,76.84,3.32
SPR,2018-12-31,5685900000.0,4447800000.0,1237600000.0,78.23,3.59
SPR,2017-12-31,5267800000.0,3466300000.0,1801000000.0,65.8,1.92
SPR,2016-12-31,5405200000.0,3476400000.0,1928300000.0,64.32,1.8
SBAC,2019-12-31,9759941000.0,13410896000.0,-3667007000.0,137.41,-3.66
SBAC,2018-12-31,7213707000.0,10590530000.0,-3376823000.0,146.81,-3.14
SBAC,2017-12-31,7320205000.0,9919319000.0,-2599114000.0,135.51,-3.82
SBAC,2016-12-31,7360945000.0,9356866000.0,-1995921000.0,127.12,-4.69
D,2019-12-31,103823000000.0,69790000000.0,29607000000.0,67.22,2.36
D,2018-12-31,77914000000.0,55866000000.0,20107000000.0,71.7,2.78
D,2017-12-31,76585000000.0,57215000000.0,17142000000.0,74.71,3.34
D,2016-12-31,71610000000.0,54770000000.0,14605000000.0,76.48,3.75
LILAK,2019-12-31,14937500000.0,10957600000.0,3109800000.0,73.36,3.52
LILAK,2018-12-31,13446600000.0,9323200000.0,3112600000.0,69.33,3.0
LILAK,2017-12-31,13616900000.0,8926300000.0,3329600000.0,65.55,2.68
LILAK,2016-12-31,14143900000.0,8483500000.0,4179600000.0,59.98,2.03
PFSW,2019-12-31,203608000.0,156766000.0,46842000.0,76.99,3.35
PFSW,2018-12-31,177073000.0,130490000.0,46583000.0,73.69,2.8
PFSW,2017-12-31,185787000.0,144490000.0,41297000.0,77.77,3.5
PFSW,2016-12-31,211336000.0,171053000.0,40283000.0,80.94,4.25
AKBA,2019-12-31,771201000.0,376444000.0,394757000.0,48.81,0.95
AKBA,2018-12-31,996540000.0,360612000.0,635928000.0,36.19,0.57
AKBA,2017-12-31,364247000.0,241673000.0,122574000.0,66.35,1.97
AKBA,2016-12-31,300216000.0,232096000.0,68120000.0,77.31,3.41
FARO,2019-12-31,486842000.0,154850000.0,331992000.0,31.81,0.47
FARO,2018-12-31,506244000.0,129635000.0,376609000.0,25.61,0.34
FARO,2017-12-31,458578000.0,106512000.0,352066000.0,23.23,0.3
FARO,2016-12-31,423714000.0,84057000.0,339657000.0,19.84,0.25
HQY,2020-01-31,2564981000.0,1534686000.0,1030295000.0,59.83,1.49
HQY,2019-01-31,510016000.0,32937000.0,477079000.0,6.46,0.07
HQY,2018-01-31,369159000.0,22885000.0,346274000.0,6.2,0.07
HQY,2017-01-31,279136000.0,17196000.0,261940000.0,6.16,0.07
SPRO,2019-12-31,106103000.0,31529000.0,74574000.0,29.72,0.42
SPRO,2018-12-31,129006000.0,13151000.0,115500000.0,10.19,0.11
SPRO,2017-12-31,93479000.0,8522000.0,84602000.0,9.12,0.1
SPRO,2016-12-31,13772000.0,7411000.0,-37516000.0,53.81,-0.2
FATE,2019-12-31,302274000.0,57518000.0,244753000.0,19.03,0.24
FATE,2018-12-31,213032000.0,52563000.0,160466000.0,24.67,0.33
FATE,2017-12-31,105292000.0,28103000.0,77186000.0,26.69,0.36
FATE,2016-12-31,95048000.0,21894000.0,73151000.0,23.03,0.3
STRL,2019-12-31,961940000.0,740729000.0,219918000.0,77.0,3.37
STRL,2018-12-31,482573000.0,310313000.0,164401000.0,64.3,1.89
STRL,2017-12-31,463298000.0,317109000.0,141333000.0,68.45,2.24
STRL,2016-12-31,301823000.0,193733000.0,107434000.0,64.19,1.8
BIMI,2019-12-31,30061778.0,21549193.0,8682635.0,71.68,2.48
BIMI,2018-12-31,23050799.0,13065378.0,10135732.0,56.68,1.29
BIMI,2017-12-31,41433065.0,14136253.0,27247768.0,34.12,0.52
BIMI,2016-12-31,37319117.0,10612059.0,26707058.0,28.44,0.4
PGNX,2019-12-31,119470000.0,72917000.0,46553000.0,61.03,1.57
PGNX,2018-12-31,169497000.0,68422000.0,101075000.0,40.37,0.68
PGNX,2017-12-31,145957000.0,82504000.0,63453000.0,56.53,1.3
PGNX,2016-12-31,198986000.0,94224000.0,104762000.0,47.35,0.9
PDFS,2019-12-31,239544000.0,43387000.0,196157000.0,18.11,0.22
PDFS,2018-12-31,225905000.0,26110000.0,199795000.0,11.56,0.13
PDFS,2017-12-31,224176000.0,25808000.0,198368000.0,11.51,0.13
PDFS,2016-12-31,222329000.0,23526000.0,198803000.0,10.58,0.12
EHTH,2019-12-31,741634000.0,214470000.0,527164000.0,28.92,0.41
EHTH,2018-12-31,439278000.0,136129000.0,303149000.0,30.99,0.45
EHTH,2017-12-31,359118000.0,72454000.0,286664000.0,20.18,0.25
EHTH,2016-12-31,108899000.0,31298000.0,77601000.0,28.74,0.4
BVSN,2018-12-31,3853000.0,2452000.0,1401000.0,63.64,1.75
BVSN,2017-12-31,11979000.0,4670000.0,7309000.0,38.98,0.64
BVSN,2016-12-31,21993000.0,5130000.0,16863000.0,23.33,0.3
BVSN,2015-12-31,32210000.0,6701000.0,25509000.0,20.8,0.26
PYX,2019-03-31,1859275000.0,1667256000.0,183710000.0,89.67,9.08
PYX,2018-03-31,1966631000.0,1683803000.0,271866000.0,85.62,6.19
PYX,2017-03-31,1971872000.0,1765162000.0,203518000.0,89.52,8.67
PYX,2016-03-31,1968198000.0,1693526000.0,271126000.0,86.04,6.25
ESBK,2019-12-31,606829000.0,548218000.0,48861000.0,90.34,11.22
ESBK,2018-12-31,590040000.0,532091000.0,48198000.0,90.18,11.04
ESBK,2017-12-31,554560000.0,497879000.0,46929000.0,89.78,10.61
ESBK,2016-12-31,573450000.0,517727000.0,45970000.0,90.28,11.26
TEX,2019-12-31,3195600000.0,2263300000.0,932300000.0,70.83,2.43
TEX,2018-12-31,3485900000.0,2624900000.0,860500000.0,75.3,3.05
TEX,2017-12-31,3462500000.0,2240000000.0,1222000000.0,64.69,1.83
TEX,2016-12-31,5006800000.0,3485600000.0,1484700000.0,69.62,2.35
MNK,2019-12-27,10338900000.0,8398200000.0,1940700000.0,81.23,4.33
MNK,2018-12-28,10877300000.0,7990000000.0,2887300000.0,73.46,2.77
MNK,2017-12-29,15280900000.0,8758900000.0,6522000000.0,57.32,1.34
MNK,2016-12-30,15206300000.0,10222000000.0,4984300000.0,67.22,2.05
POWL,2019-09-30,467411000.0,168258000.0,299153000.0,36.0,0.56
POWL,2018-09-30,429951000.0,128307000.0,301644000.0,29.84,0.43
POWL,2017-09-30,414986000.0,93690000.0,321296000.0,22.58,0.29
POWL,2016-09-30,462516000.0,127199000.0,335317000.0,27.5,0.38
GTN,2019-12-31,6972000000.0,4858000000.0,1464000000.0,69.68,3.32
GTN,2018-12-31,4213000000.0,3026000000.0,1187000000.0,71.83,2.55
GTN,2017-12-31,3260857000.0,2267960000.0,992897000.0,69.55,2.28
GTN,2016-12-31,2752505000.0,2259644000.0,492861000.0,82.09,4.58
DVA,2019-12-31,17311394000.0,13811776000.0,2133409000.0,79.78,6.47
DVA,2018-12-31,19110252000.0,14077213000.0,3703442000.0,73.66,3.8
DVA,2017-12-31,18974536000.0,13077110000.0,4690029000.0,68.92,2.79
DVA,2016-12-31,18755776000.0,12932777000.0,4648047000.0,68.95,2.78
SG,2019-12-31,6413800000.0,4548000000.0,1640400000.0,70.91,2.77
SG,2018-12-31,6007700000.0,4069300000.0,1704500000.0,67.73,2.39
SG,2017-12-31,5823600000.0,3800300000.0,1917000000.0,65.26,1.98
SG,2016-12-31,5166500000.0,2927100000.0,1988100000.0,56.66,1.47
EGY,2019-12-31,211537000.0,101817000.0,109720000.0,48.13,0.93
EGY,2018-12-31,166312000.0,56485000.0,109827000.0,33.96,0.51
EGY,2017-12-31,79633000.0,69344000.0,10289000.0,87.08,6.74
EGY,2016-12-31,81032000.0,81390000.0,-358000.0,100.44,-227.35
TPRE,2019-12-31,3439694000.0,2025620000.0,1414074000.0,58.89,1.43
TPRE,2018-12-31,3086234000.0,1881660000.0,1204574000.0,60.97,1.56
TPRE,2017-12-31,4671794000.0,2902079000.0,1656089000.0,62.12,1.75
TPRE,2016-12-31,3895644000.0,2445919000.0,1414051000.0,62.79,1.73
AOD,2019-10-31,1009370863.0,1521076.0,1007849787.0,0.15,0.0
AOD,2018-10-31,1051633744.0,57078116.0,994555628.0,5.43,0.06
AOD,2017-10-31,1105752480.0,35499975.0,1070252505.0,3.21,0.03
AOD,2016-10-31,957016516.0,22436229.0,934580287.0,2.34,0.02
BOCH,2019-12-31,1479616000.0,1305138000.0,174478000.0,88.21,7.48
BOCH,2018-12-31,1307104000.0,1168783000.0,138321000.0,89.42,8.45
BOCH,2017-12-31,1269421000.0,1142157000.0,127264000.0,89.97,8.97
BOCH,2016-12-31,1140992000.0,1046886000.0,94106000.0,91.75,11.12
VLO,2019-12-31,53864000000.0,31328000000.0,21803000000.0,58.16,1.44
VLO,2018-12-31,50155000000.0,27424000000.0,21667000000.0,54.68,1.27
VLO,2017-12-31,50158000000.0,27258000000.0,21991000000.0,54.34,1.24
VLO,2016-12-31,46173000000.0,25319000000.0,20024000000.0,54.84,1.26
ASFI,2019-09-30,90685000.0,1516000.0,89169000.0,1.67,0.02
ASFI,2018-09-30,84708000.0,2281000.0,82427000.0,2.69,0.03
ASFI,2017-09-30,201538000.0,86731000.0,114807000.0,43.03,0.76
ASFI,2016-09-30,255008000.0,73225000.0,181783000.0,28.71,0.4
TBLT,2019-12-31,10469625.0,7243132.0,-1589992.0,69.18,-4.56
TBLT,2018-12-31,8850698.0,27810005.0,-18959307.0,314.21,-1.47
TBLT,2017-12-31,2401811.0,10661222.0,-9749424.0,443.88,-1.09
TBLT,2016-12-31,3414518.0,5844687.0,-3920182.0,171.17,-1.49
RGLS,2019-12-31,42081000.0,22066000.0,20011000.0,52.44,1.1
RGLS,2018-12-31,27927000.0,33781000.0,-5854000.0,120.96,-5.77
RGLS,2017-12-31,77809000.0,42593000.0,35216000.0,54.74,1.21
RGLS,2016-12-31,100661000.0,44586000.0,56075000.0,44.29,0.8
CWH,2019-12-31,3376240000.0,3535476000.0,-32602000.0,104.72,-108.44
CWH,2018-12-31,2806687000.0,2773770000.0,44538000.0,98.83,62.28
CWH,2017-12-31,2567026000.0,2495263000.0,50511000.0,97.2,49.4
CWH,2016-12-31,1455777000.0,1599914000.0,-29740000.0,109.9,-53.8
CHRW,2019-12-31,4641060000.0,2970330000.0,1670730000.0,64.0,1.78
CHRW,2018-12-31,4427412000.0,2832325000.0,1595087000.0,63.97,1.78
CHRW,2017-12-31,4235834000.0,2810089000.0,1425745000.0,66.34,1.97
CHRW,2016-12-31,3687758000.0,2429911000.0,1257847000.0,65.89,1.93
JBSS,2019-06-27,391304000.0,136749000.0,254555000.0,34.95,0.54
JBSS,2018-06-28,415853000.0,172851000.0,243002000.0,41.57,0.71
JBSS,2017-06-29,398059000.0,162591000.0,235468000.0,40.85,0.69
JBSS,2016-06-30,391162000.0,139969000.0,251193000.0,35.78,0.56
CASY,2020-04-30,3943892000.0,2300687000.0,1643205000.0,58.34,1.4
CASY,2019-04-30,3731376000.0,2322607000.0,1408769000.0,62.25,1.65
CASY,2018-04-30,3469927000.0,2198786000.0,1271141000.0,63.37,1.73
CASY,2017-04-30,3020102000.0,1829482000.0,1190620000.0,60.58,1.54
CRT,2019-12-31,9664835.0,1503040.0,8161795.0,15.55,0.18
CRT,2018-12-31,10129530.0,1603018.0,8526512.0,15.83,0.19
CRT,2017-12-31,10782124.0,1470790.0,9311334.0,13.64,0.16
CRT,2016-12-31,11448234.0,1544434.0,9903800.0,13.49,0.16
PATK,2019-12-31,1470993000.0,973512000.0,497481000.0,66.18,1.96
PATK,2018-12-31,1231231000.0,822477000.0,408754000.0,66.8,2.01
PATK,2017-12-31,866644000.0,495959000.0,370685000.0,57.23,1.34
PATK,2016-12-31,534950000.0,349502000.0,185448000.0,65.33,1.88
UTG,2019-10-31,2227987836.0,448002491.0,1779985345.0,20.11,0.25
UTG,2018-10-31,2005212691.0,460251585.0,1544961106.0,22.95,0.3
UTG,2017-10-31,1950037337.0,337172725.0,1612864612.0,17.29,0.21
UTG,2016-10-31,1439918997.0,323343076.0,1116575921.0,22.46,0.29
CATS,2019-12-31,23855000.0,47764000.0,-23909000.0,200.23,-2.0
CATS,2018-12-31,6323000.0,15288000.0,-8965000.0,241.78,-1.71
CATS,2017-12-31,6604000.0,5706000.0,898000.0,86.4,6.35
CATS,2016-12-31,3104000.0,28432000.0,-25328000.0,915.98,-1.12
TK,2019-12-31,8072864000.0,5501271000.0,481863000.0,68.15,11.42
TK,2018-12-31,8391670000.0,5524642000.0,808991000.0,65.83,6.83
TK,2017-12-31,8092437000.0,5212781000.0,777191000.0,64.42,6.71
TK,2016-12-31,12814752000.0,8476357000.0,899365000.0,66.15,9.42
TBK,2019-12-31,5060297000.0,4423707000.0,636590000.0,87.42,6.95
TBK,2018-12-31,4559779000.0,3923172000.0,636607000.0,86.04,6.16
TBK,2017-12-31,3499033000.0,3107335000.0,382040000.0,88.81,8.13
TBK,2016-12-31,2641067000.0,2351722000.0,279599000.0,89.04,8.41
CNS,2019-12-31,402419000.0,135304000.0,213703000.0,33.62,0.63
CNS,2018-12-31,481039000.0,144201000.0,222646000.0,29.98,0.65
CNS,2017-12-31,410125000.0,86794000.0,275536000.0,21.16,0.32
CNS,2016-12-31,333728000.0,67061000.0,265814000.0,20.09,0.25
MTBC,2019-12-31,56403465.0,13565140.0,42835786.0,24.05,0.32
MTBC,2018-12-31,47623361.0,8753007.0,38868218.0,18.38,0.23
MTBC,2017-12-31,25525663.0,5275243.0,20249333.0,20.67,0.26
MTBC,2016-12-31,28323706.0,21256875.0,7066536.0,75.05,3.01
F,2019-12-31,258537000000.0,225307000000.0,33185000000.0,87.15,6.79
F,2018-12-31,256540000000.0,220474000000.0,35932000000.0,85.94,6.14
F,2017-12-31,258496000000.0,222792000000.0,35578000000.0,86.19,6.26
F,2016-12-31,237951000000.0,208668000000.0,29170000000.0,87.69,7.15
MCC,2019-09-30,486266642.0,269834112.0,216432530.0,55.49,1.25
MCC,2018-09-30,741595700.0,420416973.0,321178727.0,56.69,1.31
MCC,2017-09-30,959560393.0,499131076.0,460429317.0,52.02,1.08
MCC,2016-09-30,1030880605.0,513961463.0,516919142.0,49.86,0.99
RP,2019-12-31,2969817000.0,1796891000.0,1172926000.0,60.51,1.53
RP,2018-12-31,2097773000.0,1034749000.0,1063024000.0,49.33,0.97
RP,2017-12-31,1516293000.0,1014418000.0,501875000.0,66.9,2.02
RP,2016-12-31,788098000.0,403335000.0,384763000.0,51.18,1.05
CELP,2019-12-31,157342000.0,99151000.0,34757000.0,63.02,2.85
CELP,2018-12-31,152853000.0,98566000.0,32263000.0,64.48,3.06
CELP,2017-12-31,163203000.0,153218000.0,31937000.0,93.88,4.8
CELP,2016-12-31,167512000.0,148124000.0,40214000.0,88.43,3.68
SPNE,2019-12-31,141718000.0,31958000.0,109760000.0,22.55,0.29
SPNE,2018-12-31,172342000.0,30257000.0,142085000.0,17.56,0.21
SPNE,2017-12-31,134474000.0,28821000.0,105653000.0,21.43,0.27
SPNE,2016-12-31,147165000.0,36188000.0,110977000.0,24.59,0.33
EROS,2019-03-31,1088902000.0,431917000.0,521456000.0,39.67,0.83
EROS,2018-03-31,1410319000.0,406902000.0,865689000.0,28.85,0.47
EROS,2017-03-31,1343365000.0,459817000.0,804457000.0,34.23,0.57
EROS,2016-03-31,1247878000.0,438784000.0,740332000.0,35.16,0.59
ICON,2019-12-31,506060000.0,727958000.0,-282880000.0,143.85,-2.57
ICON,2018-12-31,633881000.0,745479000.0,-172734000.0,117.61,-4.32
ICON,2017-12-31,870513000.0,891202000.0,-74420000.0,102.38,-11.98
ICON,2016-12-31,2005515000.0,1454142000.0,378142000.0,72.51,3.85
RXN,2020-03-31,3627100000.0,2313400000.0,1311000000.0,63.78,1.76
RXN,2019-03-31,3259700000.0,2028700000.0,1228600000.0,62.24,1.65
RXN,2018-03-31,3423700000.0,2210900000.0,1212700000.0,64.58,1.82
RXN,2017-03-31,3539300000.0,2468700000.0,1070600000.0,69.75,2.31
MIND,2020-01-31,58228000.0,10576000.0,25548000.0,18.16,0.41
MIND,2019-01-31,65301000.0,8623000.0,38348000.0,13.21,0.22
MIND,2018-01-31,73679000.0,7830000.0,54305000.0,10.63,0.14
MIND,2017-01-31,94714000.0,13782000.0,73638000.0,14.55,0.19
CHMI,2019-12-31,2956552000.0,2544909000.0,293397000.0,86.08,8.67
CHMI,2018-12-31,2153277000.0,1789346000.0,295034000.0,83.1,6.06
CHMI,2017-12-31,2050685000.0,1728228000.0,262065000.0,84.28,6.59
CHMI,2016-12-31,792878000.0,636869000.0,154232000.0,80.32,4.13
SRRK,2019-12-31,196381000.0,83480000.0,112901000.0,42.51,0.74
SRRK,2018-12-31,181336000.0,74713000.0,106623000.0,41.2,0.7
SRRK,2017-12-31,61637000.0,5927000.0,-53522000.0,9.62,-0.11
SRRK,2016-12-31,32782000.0,4752000.0,-30027000.0,14.5,-0.16
EFSC,2019-12-31,7333791000.0,6466606000.0,867185000.0,88.18,7.46
EFSC,2018-12-31,5645662000.0,5041858000.0,603804000.0,89.3,8.35
EFSC,2017-12-31,5289225000.0,4740652000.0,548573000.0,89.63,8.64
EFSC,2016-12-31,4081328000.0,3694230000.0,387098000.0,90.52,9.54
CYCN,2019-12-31,186478000.0,88749000.0,97729000.0,47.59,0.91
CYCN,2018-12-31,7401000.0,17846000.0,-10445000.0,241.13,-1.71
CYCN,2017-12-31,5470000.0,14037000.0,-8567000.0,256.62,-1.64
CYCN,2016-12-31,3875000.0,10636000.0,-6761000.0,274.48,-1.57
POL,2019-12-31,3273300000.0,2220600000.0,1051900000.0,67.84,2.11
POL,2018-12-31,2723300000.0,2182700000.0,540000000.0,80.15,4.04
POL,2017-12-31,2705300000.0,2105900000.0,598500000.0,77.84,3.52
POL,2016-12-31,2735800000.0,2010300000.0,724700000.0,73.48,2.77
NEOG,2019-05-31,695740000.0,57841000.0,637899000.0,8.31,0.09
NEOG,2018-05-31,618009000.0,57834000.0,560175000.0,9.36,0.1
NEOG,2017-05-31,528409000.0,56652000.0,471614000.0,10.72,0.12
NEOG,2016-05-31,449940000.0,45779000.0,404198000.0,10.17,0.11
HP,2019-09-30,5839515000.0,1827292000.0,4012223000.0,31.29,0.46
HP,2018-09-30,6214867000.0,1832132000.0,4382735000.0,29.48,0.42
HP,2017-09-30,6439988000.0,2275397000.0,4164591000.0,35.33,0.55
HP,2016-09-30,6832019000.0,2271094000.0,4560925000.0,33.24,0.5
HOLI,2019-06-30,1309417000.0,362257000.0,945386000.0,27.67,0.38
HOLI,2018-06-30,1210128000.0,367775000.0,842052000.0,30.39,0.44
HOLI,2017-06-30,1058254000.0,334714000.0,723519000.0,31.63,0.46
HOLI,2016-06-30,1004156000.0,321471000.0,674156000.0,32.01,0.48
CMA,2019-12-31,73402000000.0,66075000000.0,7327000000.0,90.02,9.02
CMA,2018-12-31,70818000000.0,63311000000.0,7507000000.0,89.4,8.43
CMA,2017-12-31,71567000000.0,63604000000.0,7963000000.0,88.87,7.99
CMA,2016-12-31,72978000000.0,65182000000.0,7796000000.0,89.32,8.36
